,Unnamed: 0,gameID,tc,timeclass,w_accuracy,b_accuracy,w_rating,b_rating,w_result,b_result,w_user,b_user,w_rapid_wins,w_rapid_losses,w_rapid_draws,w_blitz_rating,w_blitz_wins,w_blitz_losses,w_blitz_draws,w_bullet_rating,w_bullet_wins,w_bullet_losses,w_bullet_draws,w_tactics_rating,w_rush_rating,b_rapid_rating,b_rapid_wins,b_rapid_losses,b_rapid_draws,b_blitz_rating,b_blitz_wins,b_blitz_losses,b_blitz_draws,b_bullet_rating,b_bullet_wins,b_bullet_losses,b_bullet_draws,b_tactics_rating,b_rush_rating,w_rapid_rating,moves,opening
2336,2336,56947164737,60,bullet,NULL,NULL,578,624,timeout,win,angeldroide,102672mauricio,NULL,NULL,NULL,992.0,2.0,17.0,1.0,543.0,10.0,57.0,0.0,1000.0,NULL,780.0,12.0,11.0,6.0,639.0,532.0,558.0,108.0,624.0,661.0,664.0,5.0,389.0,NULL,NULL,1. Nf3  1... d6  2. e4  2... Bg4  3. e5  3... dxe5  4. Nxe5  4... Bxd1  5. Kxd1  5... f6  6. Ng4  6... Qd4  7. c3  7... Qxg4+  8. f3  8... Qh5  9. g4  9... Qd5  10. d4  10... c5  11. Bd2  11... cxd4  12. cxd4  12... Qxd4  13. Nc3  13... Nc6  14. Rc1  14... Nb4  15. Be2  15... g6  16. Re1  16... Bg7  17. g5  17... fxg5  18. h4  18... Qf2  19. Nd5  19... Bxb2  20. Nc7+  20... Kd7  21. Bxb4  21... Bxc1  22. Bb5+  22... Kxc7  23. Rxe7+  23... Kb6  0-1,Pirc-Defense-Modern-Defense-Geller-System
2337,2337,56841566845,180,blitz,NULL,NULL,1892,1889,win,checkmated,10avefenix,zoro20022002,3.0,5.0,0.0,1892.0,4402.0,4410.0,582.0,1593.0,1927.0,2152.0,163.0,2577.0,28.0,NULL,NULL,NULL,NULL,1903.0,217.0,190.0,16.0,NULL,NULL,NULL,NULL,NULL,NULL,1068.0,1. d4  1... b6  2. Bf4  2... Bb7  3. e3  3... Nf6  4. Nf3  4... e6  5. Nbd2  5... Be7  6. c3  6... c5  7. Bd3  7... Nc6  8. a4  8... Nh5  9. Ne5  9... Nxf4  10. exf4  10... cxd4  11. Nxc6  11... Bxc6  12. cxd4  12... Bf6  13. O-O  13... Bxd4  14. Nc4  14... O-O  15. Qc2  15... h6  16. Rfe1  16... Qh4  17. Ne3  17... Qxf4  18. Qe2  18... Qg5  19. f3  19... f5  20. Kh1  20... Bxe3  21. Qxe3  21... Qxe3  22. Rxe3  22... Rac8  23. b3  23... Bd5  24. Rb1  24... Rc3  25. Rbe1  25... Rxb3  26. Bb5  26... Rxe3  27. Rxe3  27... Rd8  28. h4  28... Kf7  29. Rc3  29... Ke7  30. Kg1  30... g5  31. hxg5  31... hxg5  32. Kf2  32... Rg8  33. Rc7  33... Rd8  34. Rxa7  34... Rc8  35. Rxd7+  35... Kf6  36. Rh7  36... Rc2+  37. Kg3  37... f4+  38. Kh3  38... Rc1  39. Rh6+  39... Ke5  40. Rh5  40... Rh1+  41. Kg4  41... Rxh5  42. Kxh5  42... Kf6  43. Kg4  43... e5  44. Kh3  44... e4  45. fxe4  45... Bxe4  46. Kg4  46... Bd3  47. Bxd3  47... Ke5  48. Bb5  48... Kd4  49. Kf3  49... Kc3  50. Kg4  50... Kd2  51. Kxg5  51... Ke3  52. Kg4  52... Ke4  53. Bc6+  53... Ke5  54. Kf3  54... Kd4  55. Kxf4  55... Kc5  56. Bb5  56... Kb4  57. g4  57... Kc3  58. Kf5  58... Kd4  59. Kf6  59... Kc5  60. g5  60... Kb4  61. g6  61... Ka5  62. g7  62... Kb4  63. g8=Q  63... Ka5  64. Qe6  64... Kb4  65. Qc4+  65... Ka5  66. Qc3#  1-0,English-Defense
2338,2338,426607701,1/604800,daily,70.34,58.13,1003,597,win,checkmated,10decopas,leonelguri,16.0,9.0,2.0,871.0,2.0,2.0,0.0,1079.0,7.0,11.0,0.0,1821.0,20.0,641.0,113.0,94.0,3.0,449.0,0.0,3.0,0.0,342.0,0.0,3.0,0.0,898.0,16.0,995.0,1. e4  1... e5  2. Nf3  2... d5  3. Nc3  3... d4  4. Nd5  4... c6  5. Nb4  5... Bxb4  6. Nxe5  6... f6  7. Qh5+  7... Ke7  8. Ng6+  8... hxg6  9. Qxh8  9... Nh6  10. Qxg7+  10... Nf7  11. Qxg6  11... Nh8  12. Qg7+  12... Kd6  13. c3  13... dxc3  14. bxc3  14... Ba5  15. Bc4  15... Nd7  16. O-O  16... Qf8  17. Ba3+  17... c5  18. Qg3+  18... Ne5  19. d4  19... Bxc3  20. Bxc5+  20... Kc7  21. Bxf8  21... Bxa1  22. dxe5  22... Bxe5  23. Qg7+  23... Bd7  24. Qxh8  24... Re8  25. Rc1  25... Kb8  26. Qg7  26... Bc6  27. Rb1  27... Bxe4  28. Qf7  28... Rd8  29. f3  29... Bxb1  30. g4  30... Rd1+  31. Bf1  31... Bd4+  32. Kg2  32... Rd2+  33. Kh3  33... Bxa2  34. Bc4  34... Rc2  35. Bxa2  35... Rc7  36. Qe8+  36... Rc8  37. Bd6+  37... Ka8  38. Qxc8#  1-0,Kings-Pawn-Opening-Kings-Knight-Elephant-Gambit
2339,2339,56944759725,60,bullet,NULL,NULL,1138,1086,win,timeout,marcossilva25,10ego10,0.0,2.0,1.0,NULL,NULL,NULL,NULL,1162.0,9237.0,9217.0,530.0,NULL,NULL,1095.0,64.0,26.0,5.0,816.0,96.0,54.0,8.0,1086.0,2772.0,2716.0,69.0,1743.0,13.0,879.0,1. e4  1... e5  2. Bc4  2... Nc6  3. Qh5  3... g6  4. Qf3  4... Nf6  5. Qb3  5... d5  6. exd5  6... Nd4  7. Qd3  7... Bd6  8. Ne2  8... c5  9. Nxd4  9... cxd4  10. Qb3  10... O-O  11. d3  11... a6  12. Bh6  12... Re8  13. c3  13... b5  14. Bxb5  14... axb5  15. cxd4  15... exd4+  16. Kd2  16... Ng4  17. Bg5  17... Qxg5+  18. f4  18... Qxf4+  19. Kc2  19... Re2+  20. Nd2  20... Qxd2+  21. Kb1  21... Re1+  22. Rxe1  22... Qxe1+  23. Kc2  23... Ba6  24. Rxe1  24... Rc8+  25. Kb1  25... Ne3  26. Re2  26... b4  27. a3  27... Bf4  28. axb4  28... Bb5  29. Qa3  29... Re8  30. Qa5  30... Bxd3+  31. Rc2  31... Bxc2+  32. Ka2  32... d3  33. d6  33... Rd8  34. d7  1-0,Bishops-Opening
2340,2340,56920781349,300,blitz,NULL,NULL,1177,1053,resigned,win,O_sam_a,10ELDIEGO1986,596.0,531.0,29.0,1189.0,495.0,490.0,18.0,599.0,0.0,1.0,0.0,551.0,NULL,NULL,NULL,NULL,NULL,1053.0,614.0,600.0,28.0,807.0,29.0,30.0,0.0,461.0,NULL,1541.0,1. d4  1... f5  2. Nf3  2... Nf6  3. Qd3  3... e6  4. Bf4  4... b6  5. Qc3  5... Nc6  6. a3  6... Bb7  7. b4  7... b5  8. e3  8... Be7  9. Bxb5  9... O-O  10. Bc4  10... a5  11. b5  11... Na7  12. Nh4  12... Ne4  13. Qb3  13... Bxh4  14. g4  14... fxg4  15. b6  15... cxb6  16. Qxb6  16... Bxf2+  17. Ke2  17... Bh4  18. Qxb7  18... Nc6  19. d5  19... exd5  20. Bxd5+  20... Kh8  21. Bxe4  21... Qf6  22. Nd2  22... Nd4+  23. exd4  23... Qxf4  24. Rhf1  24... Qxh2+  25. Kd3  25... Qh3+  26. Kc4  26... Rac8+  27. Kd5  27... Rfe8  28. Nc4  28... Bg3  29. Rf5  29... Qh6  30. Re5  30... Bxe5  31. dxe5  31... Qe6+  32. Kd4  32... Rxc4+  33. Kd3  33... Rxe4  34. Kxe4  34... Qxe5+  35. Kd3  35... Qxa1  36. Qxd7  36... Qxa3+  37. c3  37... Rg8  38. Qxg4  38... Rd8+  39. Kc2  39... Qa2+  40. Kc1  40... Rd2  41. Qc8+  41... Qg8  42. Qxg8+  42... Kxg8  43. Kxd2  43... h5  44. Kc2  44... g5  45. c4  45... Kf7  46. c5  46... Ke6  47. Kb3  47... Kd7  48. Kc4  48... Kc6  49. Kd4  49... h4  0-1,Dutch-Defense-2.Nf3-Nf6
2341,2341,422110779,1/259200,daily,NULL,NULL,800,800,timeout,win,KevinMamar212,10Frann,20.0,37.0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,703.0,0.0,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1014.0,12.0,139.0,1. h4  1... d5  2. a4  2... e5  0-1,Kadas-Opening-1...d5
2342,2342,56944826711,600,rapid,NULL,NULL,120,225,checkmated,win,BenjaSalemi3106,10gosale,68.0,232.0,13.0,289.0,1.0,4.0,1.0,353.0,1.0,5.0,0.0,411.0,NULL,225.0,112.0,123.0,11.0,222.0,17.0,30.0,0.0,331.0,1.0,5.0,0.0,393.0,NULL,120.0,1. e4  1... e5  2. Bb5  2... Qh4  3. d3  3... Bb4+  4. c3  4... Bc5  5. Nf3  5... Qxf2#  0-1,Portuguese-Opening
2343,2343,56893196989,1800,rapid,NULL,NULL,939,1077,checkmated,win,10jacque,martinperalta21,0.0,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,435.0,NULL,1083.0,740.0,713.0,37.0,510.0,137.0,166.0,0.0,625.0,1.0,2.0,0.0,1549.0,22.0,939.0,1. c4  1... g6  2. f4  2... Bg7  3. Nc3  3... Bxc3  4. bxc3  4... Nf6  5. g4  5... Nxg4  6. h4  6... d6  7. Bh3  7... e5  8. Bxg4  8... Bxg4  9. Nf3  9... Nc6  10. Ba3  10... Qf6  11. O-O  11... e4  12. e3  12... exf3  13. Rxf3  13... Qxh4  14. Qf1  14... Bxf3  15. Qxf3  15... g5  16. d4  16... Rg8  17. Re1  17... gxf4+  18. Kf1  18... Rg3  19. Qxf4  19... Qh3+  20. Kf2  20... Qg2#  0-1,English-Opening-Great-Snake-Variation
2344,2344,56913660003,600,rapid,NULL,NULL,880,834,win,resigned,Valeyfraid83,10juanb,693.0,687.0,53.0,652.0,704.0,750.0,35.0,677.0,0.0,4.0,0.0,898.0,NULL,834.0,599.0,586.0,59.0,230.0,0.0,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,889.0,1. e4  1... e5  2. Nf3  2... d6  3. d4  3... Bg4  4. Be2  4... Bxf3  5. Bxf3  5... exd4  6. Qxd4  6... Nc6  7. Qa4  7... Nf6  8. O-O  8... Be7  9. Re1  9... a6  10. Nc3  10... b5  11. Qb3  11... Nd4  12. Qb4  12... Nxc2  13. e5  13... Nxb4  14. exf6  14... gxf6  15. Bh6  15... Nc2  16. Bc6+  16... Qd7  17. Bxd7+  17... Kxd7  18. Rxe7+  18... Kxe7  19. Rc1  19... Nd4  20. Re1+  20... Kd7  21. Ne4  21... Rhg8  22. Nxf6+  22... Kd8  23. Nxg8  23... Kd7  24. Nf6+  24... Kc6  25. Nxh7  25... Rh8  26. Bg7  26... Rxh7  27. Bxd4  27... Rh4  28. Bf6  28... Rc4  29. b3  29... Rc2  30. a4  30... bxa4  31. bxa4  31... d5  32. Bg5  32... Kc5  33. Rc1  33... Rxc1+  34. Bxc1  34... Kb4  35. h4  35... Kxa4  36. h5  36... c5  37. h6  37... d4  38. h7  38... c4  39. h8=Q  39... Kb3  40. Qxd4  1-0,Philidor-Defense-3.d4-Bg4
2345,2345,56920305763,600,rapid,NULL,NULL,945,990,checkmated,win,10nicos,lucashoury,921.0,874.0,124.0,477.0,16.0,18.0,1.0,533.0,215.0,194.0,2.0,470.0,5.0,1006.0,288.0,262.0,18.0,672.0,271.0,285.0,12.0,NULL,NULL,NULL,NULL,400.0,NULL,945.0,1. Nf3  1... e6  2. g3  2... f5  3. Bg2  3... d5  4. O-O  4... h5  5. b3  5... g5  6. Bb2  6... Rh7  7. d3  7... h4  8. Nbd2  8... Bg7  9. Bxg7  9... Rxg7  10. e4  10... hxg3  11. hxg3  11... Nf6  12. exf5  12... exf5  13. Ne5  13... Qd6  14. Qe2  14... Kf8  15. Bh3  15... Re7  16. d4  16... Nc6  17. Ng6+  17... Kf7  18. Nxe7  18... Nxe7  19. Rae1  19... f4  20. Bxc8  20... Rxc8  21. gxf4  21... gxf4  22. Nf3  22... Ne4  23. c4  23... Rg8+  24. Kh1  24... Rh8+  25. Nh2  25... Qh6  26. Kg2  26... Qxh2+  27. Kf3  27... Rh3+  28. Kg4  28... Rh4+  29. Kf3  29... Qh3#  0-1,Reti-Opening-Queens-Gambit-Invitation
2346,2346,56956823797,60+1,bullet,NULL,NULL,650,519,resigned,win,10ROmess,arielpj2812,870.0,822.0,91.0,1025.0,1414.0,1369.0,74.0,650.0,3355.0,3380.0,109.0,568.0,18.0,989.0,105.0,84.0,9.0,1059.0,5.0,8.0,0.0,506.0,165.0,167.0,5.0,1276.0,14.0,1267.0,1. d4  1... d5  2. Nc3  2... Nf6  3. Bf4  3... Bg4  4. Nf3  4... Bxf3  5. exf3  5... e6  6. Bb5+  6... c6  7. Bd3  7... Bb4  8. O-O  8... Bxc3  9. bxc3  9... O-O  10. Bg5  10... h6  11. Bh4  11... g5  12. Bg3  12... Nh5  13. Be5  13... f6  14. Bg3  14... Nxg3  15. hxg3  15... h5  16. Qe2  16... Qe7  17. c4  17... dxc4  18. Bxc4  18... Re8  19. c3  19... h4  20. gxh4  20... gxh4  21. Qe4  21... Kf8  22. Bd3  22... Nd7  23. Qxh4  23... f5  24. Bc4  24... b5  25. Qh6+  25... Kf7  26. Bd3  26... Rh8  27. Qf4  27... Qh4  28. Qxh4  28... Rxh4  29. g3  29... Rh5  30. f4  30... Rah8  31. Kg2  31... Rh2+  32. Kf3  32... Nf6  33. Rh1  33... Rxh1  0-1,Queens-Pawn-Opening-Chigorin-Variation-2...Nf6-3.Bf4
2347,2347,56760057787,600,rapid,NULL,NULL,760,750,win,resigned,Macphisto123,10suga,1599.0,1619.0,141.0,NULL,NULL,NULL,NULL,874.0,0.0,1.0,0.0,838.0,NULL,750.0,12.0,22.0,0.0,434.0,168.0,205.0,16.0,NULL,NULL,NULL,NULL,414.0,NULL,654.0,1. e4  1... e5  2. Qh5  2... Nc6  3. Bb5  3... d6  1-0,Kings-Pawn-Opening-Wayward-Queen-Attack-2...Nc6
2348,2348,56839148547,600,rapid,NULL,NULL,482,501,win,resigned,donatellabredy,10tomas01,898.0,864.0,106.0,490.0,2.0,2.0,0.0,241.0,0.0,1.0,0.0,417.0,3.0,501.0,73.0,66.0,14.0,393.0,3.0,20.0,0.0,1053.0,2.0,2.0,1.0,394.0,NULL,474.0,1. e4  1... e5  2. Qh5  2... Nf6  3. Qxe5+  3... Be7  4. d3  4... d6  5. Qd4  5... d5  6. e5  6... Ne4  7. Nc3  7... Nc5  8. Qxd5  8... Qxd5  9. Nxd5  9... Nba6  10. d4  10... Nd7  11. Bb5  11... c6  12. Nc7+  12... Nxc7  13. Bc4  13... O-O  14. Nf3  14... b5  15. Bb3  15... c5  16. d5  16... Nxd5  17. Bxd5  17... Rb8  18. O-O  18... Bb7  19. Bb3  19... Bxf3  20. gxf3  20... Nxe5  21. f4  21... Nf3+  22. Kg2  22... Nh4+  23. Kg3  23... Rb6  24. Re1  24... Re8  25. Be3  25... Rg6+  26. Kh3  26... Rg2  27. Bd5  27... Bf6  28. f3  28... Rd8  29. Bc6  29... Rd6  30. Bxb5  30... Be7  31. Bxc5  31... Rdg6  32. Bxe7  32... R6g3+  33. hxg3  33... Rh2+  34. Kxh2  1-0,Kings-Pawn-Opening-Wayward-Queen-Kiddie-Countergambit
2349,2349,56736569711,600,rapid,NULL,NULL,992,924,win,resigned,11111hhh,Rakinhm2007,16.0,33.0,1.0,1428.0,1.0,3.0,0.0,1484.0,0.0,2.0,0.0,1327.0,12.0,930.0,81.0,53.0,7.0,683.0,78.0,63.0,6.0,410.0,45.0,38.0,0.0,558.0,NULL,992.0,1. d4  1... d5  2. e3  2... Nc6  3. Nc3  3... e5  4. Nxd5  4... Qxd5  5. dxe5  5... Qxe5  6. Nf3  6... Qf6  7. Qd2  7... Bf5  8. Bd3  8... O-O-O  9. Nd4  9... Qg6  10. c3  10... Nce7  11. Bxf5+  11... Nxf5  12. O-O  12... Nf6  13. Rd1  13... Nh4  14. g3  14... Nf3+  15. Kg2  15... Bd6  16. Kxf3  16... Qh5+  17. Kg2  17... Ne4  18. Qe1  18... f5  19. Ne6  19... Rde8  20. Nxg7  20... Qf7  21. Nxe8  21... Rxe8  22. f3  22... Ng5  23. f4  23... Ne6  24. b3  24... b6  25. c4  25... Qd7  26. Bb2  26... Qc6+  27. Kg1  27... Bc5  28. Qf2  28... Ng7  29. Be5  29... a5  30. Rd3  30... Ne6  31. Rad1  31... Rd8  32. Qe2  32... Be7  33. Rxd8+  33... Bxd8  34. Qh5  34... Qe4  35. Kf2  35... Qc2+  36. Ke1  36... Qxa2  37. Qxf5  37... Kb8  38. Qxe6  38... Qxb3  39. Qd5  39... Be7  40. Qg8+  40... Ka7  41. Qxh7  41... Bb4+  42. Rd2  42... Qb1+  43. Qxb1  43... Bxd2+  44. Kxd2  1-0,Queens-Pawn-Opening-1...d5-2.e3
2350,2350,56894366763,600,rapid,NULL,NULL,1037,885,win,resigned,PaoloSassi,111MPH,4187.0,4156.0,526.0,813.0,8.0,14.0,1.0,650.0,44.0,60.0,2.0,NULL,6.0,885.0,0.0,2.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1057.0,1. e4  1... c5  2. d3  2... Nc6  3. c3  3... e5  4. Qf3  4... Qa5  5. Be2  5... d6  6. h3  6... Nf6  7. Na3  7... c4  8. Nxc4  8... d5  9. Nxa5  9... Nxa5  10. exd5  10... b6  11. b4  11... Nc6  12. dxc6  12... h5  13. c7  13... Bc5  14. Qxa8  14... O-O  15. bxc5  15... bxc5  16. Qxa7  16... e4  17. Qxc5  17... Nd7  18. Qxh5  18... Nf6  19. Qa5  19... exd3  20. Bxd3  20... Re8+  21. Ne2  21... g5  22. Qxg5+  22... Kh8  23. Qxf6+  1-0,Sicilian-Defense-2.d3-Nc6-3.c3
2351,2351,56771976991,120+1,bullet,NULL,NULL,380,138,win,resigned,113ba,EmmaLevis,713.0,684.0,80.0,828.0,7.0,5.0,0.0,380.0,267.0,286.0,3.0,1296.0,15.0,NULL,NULL,NULL,NULL,1226.0,18.0,4.0,0.0,1007.0,40.0,10.0,1.0,NULL,NULL,940.0,1. e4  1... e5  2. Bc4  1-0,Bishops-Opening
2352,2352,56755835483,300,blitz,NULL,NULL,919,890,win,timeout,Albania54000,113gamer,833.0,825.0,105.0,944.0,183.0,188.0,11.0,1020.0,2.0,7.0,0.0,1916.0,25.0,1146.0,294.0,271.0,26.0,890.0,115.0,135.0,11.0,NULL,NULL,NULL,NULL,1363.0,14.0,1073.0,1. e4  1... c5  2. Bc4  2... Nf6  3. e5  3... Ne4  4. Qf3  4... Ng5  5. Qh5  5... g6  6. Qxg5  6... Nc6  7. d3  7... Bg7  8. Nf3  8... d5  9. exd6  9... Qxd6  10. Bf4  10... Qd7  11. O-O  11... O-O  12. Nc3  12... Bf6  13. Qh6  13... Bg7  14. Qg5  14... Bf6  15. Qg3  15... Bg7  16. Qh4  16... Bf6  17. Bg5  17... Ne5  18. Bxf6  18... Nxf3+  19. gxf3  19... exf6  20. Qxf6  20... a6  21. Bd5  21... Rb8  22. Ne2  22... Qxd5  23. Ng3  23... Bh3  24. Rfe1  24... Rfe8  25. Rxe8+  25... Rxe8  26. Ne4  26... Re6  27. Qh4  27... Qf5  28. Ng5  28... Re2  29. Nxh3  29... Qf6  30. Ng5  30... h5  31. Ne4  31... Qxh4  32. h3  32... Rxe4  33. fxe4  33... Qg5+  34. Kh2  34... Qf4+  35. Kg2  35... Qg5+  36. Kh2  36... Qf4+  37. Kg1  37... Qg5+  38. Kf1  38... Qf4  39. Ke2  39... Qg5  40. f3  40... Qh4  41. Ke3  41... Qxh3  42. Kd2  42... Qg2+  43. Kc3  43... Qxf3  44. Kd2  1-0,Sicilian-Defense-Bowdler-Attack
2353,2353,56858967835,600,rapid,62.43,61.31,1172,1152,win,resigned,ngoss785,11Blind,3179.0,3125.0,470.0,788.0,85.0,64.0,9.0,908.0,102.0,73.0,5.0,1629.0,23.0,1152.0,1058.0,1009.0,106.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1422.0,4.0,1248.0,1. e4  1... e5  2. Nf3  2... Nc6  3. d3  3... Nd4  4. Nc3  4... c6  5. Nxe5  5... f6  6. Nf3  6... Nxf3+  7. Qxf3  7... d6  8. Bf4  8... g5  9. Bg3  9... Nh6  10. O-O-O  10... Bg4  11. Qe3  11... Bxd1  12. Kxd1  12... Ng4  13. Qf3  13... Ne5  14. Bxe5  14... fxe5  15. Qh5+  15... Kd7  16. Qf7+  16... Be7  17. Be2  17... Qf8  18. Bg4+  18... Kc7  19. Qe6  19... Rd8  20. f3  20... h5  21. Bf5  21... Rh6  22. Qb3  22... d5  23. exd5  23... cxd5  24. Nxd5+  24... Kb8  25. Qc4  25... Rc6  26. Qe4  26... Bf6  27. c3  27... Qc5  28. Kc2  28... Rxd5  29. a3  29... b5  30. b4  30... Qf2+  31. Kb3  31... Qd2  32. c4  32... Rxd3+  33. Qxd3  33... Qxd3+  34. Bxd3  34... bxc4+  35. Bxc4  35... Rd6  36. Re1  36... Kc7  37. a4  37... h4  38. g4  38... Rd4  39. h3  39... e4  40. fxe4  40... Kd6  41. e5+  41... Bxe5  42. Rf1  42... Bf4  43. a5  43... Re4  44. Rf3  44... Kc6  45. Rc3  45... Kd6  46. Rd3+  46... Ke5  47. b5  1-0,Kings-Pawn-Opening-Kings-Knight-Variation-2...Nc6
2354,2354,56955584439,600,rapid,78.84,79.42,821,886,resigned,win,lucasamongus,11Emmanuel11,41.0,29.0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,496.0,23.0,886.0,14.0,22.0,0.0,893.0,161.0,137.0,9.0,916.0,11.0,13.0,0.0,970.0,NULL,821.0,1. e4  1... e5  2. Nf3  2... Nf6  3. Nxe5  3... Nxe4  4. Qe2  4... d5  5. d3  5... Nf6  6. Nc6+  6... Qe7  7. Nxe7  7... Bxe7  8. Bg5  8... Nc6  9. Bxf6  9... gxf6  10. Qe3  10... b6  11. Nc3  11... d4  12. Qf3  12... dxc3  13. Qxc6+  13... Kf8  14. Qxa8  14... Kg7  15. bxc3  15... Re8  16. Be2  16... Bd7  17. Qxa7  17... Bd6  18. g3  18... Bc6  19. d4  19... Bxh1  20. Kd2  20... Bc6  21. c4  21... Rd8  22. d5  22... Be5  23. Rd1  23... Be8  24. c5  24... Rxd5+  25. Ke1  25... Bc3+  26. Kf1  26... Rxc5  27. Qa3  27... Be5  28. Rd7  28... Bxd7  0-1,Petrovs-Defense-Classical-Damiano-Variation-4.Qe2
2355,2355,56978329415,180,blitz,NULL,NULL,1229,1223,timeout,win,11marcoromano1,Toadlicker000,59.0,66.0,6.0,1229.0,2247.0,2254.0,125.0,921.0,1.0,4.0,0.0,1507.0,15.0,1175.0,1.0,0.0,0.0,1239.0,1984.0,1944.0,142.0,1360.0,3.0,0.0,0.0,NULL,NULL,1149.0,1. e4  1... b5  2. d4  2... Bb7  3. e5  3... e6  4. f4  4... c5  5. c3  5... cxd4  6. cxd4  6... Bb4+  7. Bd2  7... a5  8. a3  8... Bxd2+  9. Nxd2  9... Nc6  10. Ne4  10... f6  11. Nd6+  11... Ke7  12. Nxb7  12... Qb6  13. Nc5  13... fxe5  14. dxe5  14... Qxc5  15. Rc1  15... Qe3+  16. Ne2  16... Nh6  17. Qd6+  17... Kd8  18. Rd1  18... Ra7  19. g3  19... Ng4  20. Bg2  20... Nf2  21. Qxc6  21... Nxd1  22. Kxd1  22... Rc7  23. Qa8+  23... Rc8  24. Qxa5+  24... Ke7  25. Qb4+  25... Kf7  26. Be4  26... Rc4  27. Qxb5  27... Rxe4  28. Re1  28... Rd4+  29. Nxd4  29... Qxd4+  30. Kc1  30... Rc8+  31. Kb1  31... Rc5  32. Qb4  32... Qf2  33. a4  33... h5  34. a5  34... Rc2  35. Rc1  35... Re2  36. a6  36... g6  37. Qb7  37... Rxb2+  38. Qxb2  38... Qa7  39. Qb7  39... Qxa6  40. Qxa6  40... Kg7  41. Qb7  41... Kh6  42. Qxd7  42... g5  43. Qh7+  43... Kxh7  44. Rc6  44... Kg6  45. Rxe6+  45... Kf7  46. Rd6  46... Ke7  47. f5  47... h4  48. f6+  48... Kf7  49. e6+  49... Kxf6  50. e7+  50... Kxe7  0-1,Kings-Pawn-Opening
2356,2356,56949633679,600,rapid,NULL,NULL,505,545,win,checkmated,Candela1242,11mariano963,2040.0,2064.0,382.0,346.0,18.0,27.0,0.0,NULL,NULL,NULL,NULL,435.0,NULL,545.0,202.0,206.0,31.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,896.0,10.0,507.0,1. e4  1... e5  2. Nf3  2... Nf6  3. Ng5  3... h6  4. Nh3  4... Nxe4  5. Qh5  5... d6  6. Bc4  6... g6  7. Qf3  7... Nc5  8. Qxf7#  1-0,Petrovs-Defense
2357,2357,56920910551,300,blitz,NULL,NULL,982,963,checkmated,win,palkala,11Rayos,0.0,6.0,1.0,992.0,5306.0,5568.0,371.0,875.0,1.0,6.0,1.0,1655.0,NULL,NULL,NULL,NULL,NULL,963.0,1351.0,1339.0,88.0,NULL,NULL,NULL,NULL,717.0,11.0,880.0,1. e4  1... e5  2. Qf3  2... Nf6  3. d3  3... d6  4. c3  4... Nc6  5. Qg3  5... Bg4  6. Be2  6... Bxe2  7. Nxe2  7... g6  8. O-O  8... Qe7  9. Na3  9... a6  10. Qf3  10... h5  11. Bg5  11... Bg7  12. Nc4  12... O-O-O  13. b4  13... Qe6  14. a4  14... h4  15. b5  15... axb5  16. axb5  16... Nb8  17. b6  17... c5  18. Ne3  18... h3  19. g3  19... d5  20. Nxd5  20... Nxd5  21. Bxd8  21... Rxd8  22. exd5  22... Rxd5  23. Ra4  23... Qxb6  24. Rh4  24... Qd6  25. Qxf7  25... Bf6  26. Rh7  26... Nc6  27. Qxb7+  27... Kd8  28. Qa8+  28... Nb8  29. Rb1  29... Kc8  30. c4  30... Rxd3  31. Qe4  31... Rd1+  32. Rxd1  32... Qxd1#  0-1,Kings-Pawn-Opening-Napoleon-Attack
2358,2358,56942399729,600,rapid,NULL,NULL,1663,1732,resigned,win,12-70_INTJ,SilverSurfer_777,779.0,766.0,81.0,1614.0,651.0,659.0,46.0,984.0,0.0,5.0,0.0,1410.0,NULL,1732.0,3737.0,3629.0,296.0,1273.0,144.0,166.0,5.0,880.0,0.0,4.0,0.0,NULL,14.0,1663.0,1. e4  1... e5  2. Nf3  2... Nc6  3. Bb5  3... d6  4. d4  4... exd4  5. Nxd4  5... Bd7  6. O-O  6... a6  7. Ba4  7... b5  8. Bb3  8... Nf6  9. c3  9... Be7  10. Re1  10... Ne5  11. a4  11... c5  12. Nf3  12... c4  13. Bc2  13... Bg4  14. axb5  14... Bxf3  15. gxf3  15... axb5  16. Rxa8  16... Qxa8  17. Na3  17... Qb7  18. Bf4  18... O-O  19. Kh1  19... Nh5  20. Be3  20... Rd8  21. Rg1  21... Nf6  22. f4  22... Neg4  23. Qf3  23... Nxe3  24. fxe3  24... d5  25. e5  25... Ne4  26. Qg2  26... g6  27. f5  27... Bf8  28. f6  28... Re8  29. Bxe4  29... dxe4  30. Qg5  30... Qd5  31. Nc2  31... Rxe5  32. Qf4  32... Rf5  33. Qb8  33... Rf2  34. Nd4  34... Qh5  35. Nc6  35... Qf3+  0-1,Ruy-Lopez-Opening-Old-Steinitz-Defense-4.d4-exd4-5.Nxd4
